publisher;review_date;claim_text;review_url;normalized_label
checkyourfact;2023-01-26;"A photo shared on Facebook allegedly shows a tweet from actor Rob Reiner claiming he will refrain from using Twitter until former President Donald Trump is imprisoned.""";https://checkyourfact.com/2023/01/26/fact-check-rob-reiner-donald-trump-twitter/;FALSE
fullfact;2023-01-31;"Nicotine increases blood flow which can cause heart attacks.""";https://fullfact.org/health/vaping-harms/;FALSE
checkyourfact;2023-01-30;"A video shared on social media purportedly shows footage of a tornado that recently hit Pasadena, Texas.""";https://checkyourfact.com/2023/01/30/fact-check-dash-cam-video-tornado-pasadena-texas/;FALSE
politifact;2023-01-27;"President Joe Biden signed an executive order making health insurance free for qualifying Americans.""";https://www.politifact.com/factchecks/2023/jan/27/facebook-posts/empty-promise-on-facebook-dangles-free-health-care/;FALSE
checkyourfact;2023-01-30;"A video shared on Twitter purports to show an armored vehicle running over Peruvian protestors.""";https://checkyourfact.com/2023/01/30/fact-check-video-armored-vehicle-peruvian-protestors/;FALSE
factcheck_afp;2023-01-20;"Authentic investment offer from Ayala Corporation""";https://factcheck.afp.com/doc.afp.com.337B39M;FALSE
snopes;2023-01-24;"After Damar Hamlin collapsed from cardiac arrest during an NFL game on Jan. 2, 2023, he died due to the COVID-19 vaccine, and a body double began standing in for him at public appearances.""";https://www.snopes.com/fact-check/damar-hamlin-covid-body-double/;FALSE
checkyourfact;2023-01-18;"A photo shared on Instagram purportedly shows a poster from the Irish Health Executive Service (IHSE) listing sudden death as a side effect of the COVID-19 vaccine.""";https://checkyourfact.com/2023/01/18/fact-check-ireland-poster-covid-19-vaccine-sudden-death/;FALSE
politifact;2023-01-30;"President Joe Biden said, To the Ukrainian people, I say to them all, you might you might they they might be able to make right and they’re not able to.""";https://www.politifact.com/factchecks/2023/jan/30/viral-image/biden-stumbled-december-speech-altered-video-remov/;FALSE
factcheck_afp;2023-01-11;"Video shows world\'s first artificial womb facility""";https://factcheck.afp.com/doc.afp.com.3367666;FALSE
snopes;2023-01-24;"Whirlpool Corporation and KitchenAid recalled attachments for its popular stand mixers due to extreme amounts of lead.""";https://www.snopes.com/fact-check/kitchenaid-recall-lead/;FALSE
politifact;2023-01-25;"Let’s be clear: ‘drag shows’ are strip shows.""";https://www.politifact.com/factchecks/2023/jan/25/scott-walker/no-drag-shows-are-not-same-strip-shows/;FALSE
politifact;2023-01-12;"Video shows John F. Kennedy Jr. at Donald Trump’s presidential inauguration.""";https://www.politifact.com/factchecks/2023/jan/12/viral-image/no-jfk-jr-didnt-attend-donald-trumps-inauguration/;FALSE
factcheck_afp;2023-01-20;"Photos show new Philippine coins and bills""";https://factcheck.afp.com/doc.afp.com.337D2EU;FALSE
politifact;2023-01-12;"Lula\'s staff infiltrated and caused damage while the Brazilian Patriots cleaned up.""";https://www.politifact.com/factchecks/2023/jan/12/instagram-posts/evidence-shows-bolsonaro-supporters-were-behind-br/;FALSE
factcheck_afp;2023-01-10;"Photo shows Itaewon crowd crush victim\'s father laughing after being offered money""";https://factcheck.afp.com/doc.afp.com.336Q2VH;FALSE
checkyourfact;2023-01-19;"A video shared on Facebook purports Nigerian presidential candidate Peter Obi stated he was able to pull 439 million people out of poverty.""";https://checkyourfact.com/2023/01/19/fact-check-nigerian-presidential-candidate-439-million-poverty/;FALSE
checkyourfact;2023-01-31;"A photo shared on Facebook purportedly shows a tweet from actor Tom Hanks stating there is no evidence that he visited the island owner by alleged sex trafficker, Jeffrey Epstein.""";https://checkyourfact.com/2023/01/31/fact-check-tom-hanks-jefferey-epsteins-island/;FALSE
checkyourfact;2023-01-06;"An image shared on social media purports Argentinian soccer star, Lionel Messi, will appear on the nation’s newly minted currency.""";https://checkyourfact.com/2023/01/06/fact-check-argentina-messi-currency/;FALSE
politifact;2023-01-25;"Polio wasn’t eradicated in the United States by a vaccine.""";https://www.politifact.com/factchecks/2023/jan/25/instagram-posts/ddt-ban-didnt-stop-us-polio-epidemic-vaccines-did/;FALSE
snopes;2023-01-12;"In early 2020, conservative commentator duo Diamond and Silk were fired from Fox News for spreading conspiracy theories about COVID-19.""";https://www.snopes.com/fact-check/diamond-and-silk-fired-fox-news-covid/;TRUE
snopes;2023-01-19;"Online retail giant Amazon is ending its AmazonSmile charity program.""";https://www.snopes.com/fact-check/amazon-ending-amazonsmile-charity/;TRUE
factcheck_afp;2023-01-13;"Nigeria’s Peter Obi claims he lifted millions out of poverty""";https://factcheck.afp.com/doc.afp.com.336Z3LZ;FALSE
snopes;2023-01-09;"Barry Manilow wrote the melody for the State Farm commercial jingle, Like a Good Neighbor, State Farm Is There.""";https://www.snopes.com/fact-check/barry-manilow-like-a-good-neighbor-jingle/;TRUE
politifact;2023-01-27;"The World Health Organization has been working since 1974 on vaccines to create permanent sterility.""";https://www.politifact.com/factchecks/2023/jan/27/instagram-posts/who-researched-vaccines-contraception-not-steriliz/;FALSE
snopes;2023-01-12;"The BBC referred to Prince Harry\'s memoir Spare as the weirdest book every written by a royal.""";https://www.snopes.com/fact-check/did-the-bbc-describe-prince-harrys-book-as-weirdest-book-written-by-a-royal/;TRUE
snopes;2023-01-16;"While campaigning in Des Moines, Iowa, for the U.S. presidency in August 2019, former Vice President Joe Biden said, We choose truth over facts.""";https://www.snopes.com/fact-check/biden-we-choose-truth-over-facts/;TRUE
africacheck;2023-01-17;"No, how often you have sex does not change the ‘tightness’ of your vagina""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-how-often-you-have-sex-does-not-change-tightness-your;FALSE
africacheck;2023-01-26;"Ignore scam Facebook page impersonating Kenyan president Ruto""";https://africacheck.org/fact-checks/meta-programme-fact-checks/ignore-scam-facebook-page-impersonating-kenyan-president;FALSE
factcheck_afp;2023-01-14;"German researchers confirm gargling salt water will kill coronavirus""";https://factcheck.afp.com/doc.afp.com.336R923;FALSE
factcheck_afp;2023-01-12;"Covid patients should not shower.""";https://factcheck.afp.com/doc.afp.com.336G7J2;FALSE
politifact;2023-01-20;"A video shows a real angel in the sky in Palestine.""";https://www.politifact.com/factchecks/2023/jan/20/viral-image/look-up-in-the-sky-its-an-angel-its-a-horse-its-an/;FALSE
factcheck_afp;2023-01-25;"Damar Hamlin died due to Covid-19 vaccination, was replaced by body double""";https://factcheck.afp.com/doc.afp.com.337U29T;FALSE
snopes;2023-01-25;"Sophia Loren once said, Everything you see I owe to spaghetti.""";https://www.snopes.com/fact-check/sophia-loren-everything-you-see-spaghetti/;MIXTURE
checkyourfact;2023-01-10;"A photo shared on Facebook alleges Republican Speaker of the House Kevin McCarthy ran a Twitter poll asking if he should step down from his position as Head of Congress.""";https://checkyourfact.com/2023/01/10/fact-check-twitter-poll-kevin-mccarthy-speaker/;FALSE
checkyourfact;2023-01-02;"A post shared on Facebook claims former Twitter CEO, Parag Agrawal, was arrested for child porn.""";https://checkyourfact.com/2023/01/02/fact-check-former-twitter-ceo-arrested-child-porn/;FALSE
checkyourfact;2023-01-13;"A post shared on Facebook purports the U.S. Special Forces raided President Joe Biden’s Delaware Beach House over allegations it was being used to groom minors.""";https://checkyourfact.com/2023/01/13/fact-check-special-forces-raid-bidens-house/;FALSE
factcheck_afp;2023-01-06;"Nigerian opposition leader acquitted after money laundering trial""";https://factcheck.afp.com/doc.afp.com.336L7VC;FALSE
snopes;2023-01-26;"Elon Musk bought General Motors.""";https://www.snopes.com/fact-check/elon-musk-bought-gm-rumor/;FALSE
snopes;2023-01-28;"Detroit, Michigan, lies east of Atlanta, Georgia.""";https://www.snopes.com/fact-check/detroit-further-east-than-atlanta/;TRUE
fullfact;2023-01-27;"Jeff Bezos could give every Amazon worker in the world a £90,000 bonus and he would still be as rich as he was at the start of the pandemic.""";https://fullfact.org/economy/zarah-sultana-jeff-bezos-amazon-90000/;FALSE
africacheck;2023-01-04;"No, Nigeria’s central bank has not announced an extension for the withdrawal of old bank notes""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-central-bank-has-not-announced-extension;FALSE
politifact;2023-01-09;"Photo shows a copycat ‘QAnon shaman’ at attack on Brazil’s capital.""";https://www.politifact.com/factchecks/2023/jan/09/tweets/viral-photo-of-copycat-qanon-shaman-in-brazil-wasn/;FALSE
checkyourfact;2023-01-05;"A photo shared on Instagram allegedly shows a news article reporting that climate activist Greta Thunberg canceled a global warming conference due to subarctic temperatures.""";https://checkyourfact.com/2023/01/05/fact-check-thunberg-cancel-conference-cold-weather/;FALSE
checkyourfact;2023-01-18;"An image shared on Facebook purports former Transportation Secretary, Elaine Chao, called former President Donald Trump a Chinese bitch in a tweet.""";https://checkyourfact.com/2023/01/18/fact-check-elaine-chao-trump-chinese-bitch/;FALSE
checkyourfact;2023-01-25;"A video shared on Facebook claims Moderna admitted it started to develop a COVID-19 vaccine in January 2020, before SARS-CoV-2 was officially named.""";https://checkyourfact.com/2023/01/25/fact-check-moderna-covid-vaccine-2020/;FALSE
checkyourfact;2023-01-24;"A photo shared on Facebook purports government-accessible kill switches will be mandatory on all new vehicles beginning in 2026.""";https://checkyourfact.com/2023/01/24/fact-check-kill-switch-mandatory-car-feature/;FALSE
factcheck_afp;2023-01-10;"The World Economic Forum is promoting pedophilia""";https://factcheck.afp.com/doc.afp.com.336R2U9;FALSE
checkyourfact;2023-01-11;"A post shared on Facebook purports White House Director of the National Economic Council Brian Deese was arrested by U.S. Marines for allegedly sabotaging the nation’s food supply.""";https://checkyourfact.com/2023/01/11/fact-check-deese-arrested-marines-food-supply/;FALSE
snopes;2023-01-16;"The World Economic Forum was hiring unvaccinated pilots to transport the wealthy and powerful to the annual meeting in Davos, Switzerland, in January 2023.""";https://www.snopes.com/fact-check/wef-hiring-unvaccinated-pilots-to-fly-to-davos/;FALSE
africacheck;2023-01-11;"No, Facebook post does not show images of over 80 Iranian Muslims being baptised""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-facebook-post-does-not-show-images-over-80-iranian;FALSE
factcheck_afp;2023-01-12;"A video of a deadly blizzard in the United States in December 2022""";https://factcheck.afp.com/doc.afp.com.336T273;FALSE
factcheck_afp;2023-01-18;"Photos show \'Iranian protester before execution\'""";https://factcheck.afp.com/doc.afp.com.337899W;FALSE
africacheck;2023-01-19;"No, the Teachers Service Commission – Kenya’s largest public employer – hasn’t appointed a new boss""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-teachers-service-commission-kenyas-largest-public;FALSE
fullfact;2023-01-27;"It’s ironic the name of the new Covid subvariant is ‘Kraken’ a ‘mythical beast that kills on the waves’ as it’s really 5G waves that are harming and killing people.""";https://fullfact.org/online/5G-kraken-covid-subvariant/;FALSE
checkyourfact;2023-01-09;"A post shared on Facebook purports the U.S. Navy Judge Advocate General’s (JAG) Corps allegedly arrested former Surgeon General Jerome Adams on charges of treason.""";https://checkyourfact.com/2023/01/09/fact-check-navy-surgeon-general-jerome-adams/;FALSE
checkyourfact;2023-01-04;"A video shared on Facebook claims an army of 2.5 million Chechens are preparing to overthrow Russian President Vladimir Putin.""";https://checkyourfact.com/2023/01/04/fact-check-army-chechens-overthrow-putin/;FALSE
africacheck;2023-01-19;"No evidence Nigeria’s Benue state governor said he withheld workers’ pay over holidays to stop them getting drunk""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-evidence-nigerias-benue-state-governor-said-he-withheld;FALSE
factcheck_afp;2023-01-26;"Eating mRNA-vaccinated livestock can contaminate humans""";https://factcheck.afp.com/doc.afp.com.337U7PW;FALSE
politifact;2023-01-31;"Biden smirks while saying he has added more to the debt than any president before him.""";https://www.politifact.com/factchecks/2023/jan/31/viral-image/bidens-debt-comments-taken-out-of-context/;FALSE
checkyourfact;2023-01-02;"A video shared on Facebook purports Twitter CEO, Elon Musk, purchased former President Donald Trump’s social media platform Truth Social.""";https://checkyourfact.com/2023/01/02/fact-check-elon-musk-buy-truth-social/;FALSE
fullfact;2023-01-05;"FIFA has requested to keep Pelé\'s feet for historical reasons and his family have given the permission for his feet to be kept in the museum.""";https://fullfact.org/online/pele-feet-FIFA/;FALSE
factcheck_afp;2023-01-10;"Indian state chief minister calls PM Modi his best friend in December 2022""";https://factcheck.afp.com/doc.afp.com.336K66V;FALSE
politifact;2023-01-23;"MRNA vaccines are being injected into our food supply.""";https://www.politifact.com/factchecks/2023/jan/23/facebook-posts/no-mrna-vaccines-arent-widely-used-in-livestock-an/;FALSE
politifact;2023-01-26;"People not vaccinated against COVID-19 came out the best.""";https://www.politifact.com/factchecks/2023/jan/26/scott-adams/no-dilbert-creator-is-wrong-about-unvaccinated-the/;FALSE
checkyourfact;2023-01-12;"A video shared on Twitter purportedly shows machine gun fire from a helicopter in Mexico in response to the arrest of Ovidio Guzman Lopez.""";https://checkyourfact.com/2023/01/12/fact-check-helicopter-machine-gun-ovidio-guzman-lopez-arrest/;FALSE
truthorfiction;2023-01-19;"Amazon is ending Amazon Smile (a charitable initiative) in February 2023.""";https://www.truthorfiction.com/amazon-ending-amazon-smile/;TRUE
africacheck;2023-01-19;"No, Kenyan consumer goods giant Bidco Africa not hiring for these positions, job ad is a scam""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-kenyan-consumer-goods-giant-bidco-africa-not-hiring-these;FALSE
checkyourfact;2023-01-06;"A video shared on Facebook purports Andrew and Tristan Tate were allegedly released from jail without being charged following their Dec. 29 arrest.""";https://checkyourfact.com/2023/01/06/fact-check-andrew-tate-released-jail-december-2022/;FALSE
africacheck;2023-01-17;"Beware fraudsters using photos of sick and disabled people to scam ‘donations’""";https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-fraudsters-using-photos-sick-and-disabled-people-scam;FALSE
politifact;2023-01-20;"A video shows the deadly Jan. 15 plane crash in Nepal.""";https://www.politifact.com/factchecks/2023/jan/20/facebook-posts/online-video-shows-russian-plane-crash-2021-not-de/;FALSE
checkyourfact;2023-01-13;"A post shared on Facebook purports a new bill passed in the California State Legislature would allow illegal immigrants to become law enforcement officers.""";https://checkyourfact.com/2023/01/13/fact-check-california-illegal-immigrants-law-enforcement/;FALSE
checkyourfact;2023-01-12;"An image shared on Facebook allegedly shows a screenshot of a tweet from a Doctor saying she would never regret taking the COVID-19 vaccine even if it was poisonous.""";https://checkyourfact.com/2023/01/12/fact-check-florida-doctor-covid-19-vaccine-poison/;FALSE
checkyourfact;2023-01-17;"An image shared on Twitter purports Lisa Marie Presley, daughter of Elvis Presley, expressed concern over the COVID-19 vaccine before her death.""";https://checkyourfact.com/2023/01/17/fact-check-lisa-marie-presley-covid-19-vaccine/;FALSE
factcheck_afp;2023-01-30;"Bill Gates calls for \'death panels\' for the sick at Bali G20 summit""";https://factcheck.afp.com/doc.afp.com.337V34Q;FALSE
africacheck;2023-01-27;"Yet another scam Facebook account uses name, photos of popular Kenyan pastor Odero""";https://africacheck.org/fact-checks/meta-programme-fact-checks/another-scam-facebook-account-uses-name-photos-popular;FALSE
africacheck;2023-01-31;"Beware of the Facebook page impersonating Kenyan financial institution""";https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-facebook-page-impersonating-kenyan-financial;FALSE
checkyourfact;2023-01-31;"A photo shared on Facebook purports a tattoo shop in Ukraine is offering to remove tattoos of swastikas for half price.""";https://checkyourfact.com/2023/01/31/fact-check-tattoo-shop-ukraine-removal-swastika/;FALSE
factcheck_afp;2023-01-19;"Clip of man electrocuted for wearing Bluetooth earpiece at train track""";https://factcheck.afp.com/doc.afp.com.337D4FG;FALSE
snopes;2023-01-20;"The JR-15 is a real, scaled-down rifle designed to be safe and instructive for children.""";https://www.snopes.com/fact-check/jr-15-real-rifle-designed-children/;TRUE
africacheck;2023-01-31;"No, Nigeria’s Rivers state governor Nyesom Wike didn’t threaten to expose ‘secret’ behind Biafra leader’s detention""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigerias-rivers-state-governor-nyesom-wike-didnt-threaten;FALSE
checkyourfact;2023-01-24;"A video shared on Facebook claims Russia had to stop all attacks in Ukraine as its campaign continues.""";https://checkyourfact.com/2023/01/24/fact-check-ukraine-russia-stop-attacks/;FALSE
factcheck_afp;2023-01-18;"Muslim man arrested over fatal stabbbing of Delhi policeman""";https://factcheck.afp.com/doc.afp.com.33772PE;FALSE
factcheck_afp;2023-01-23;"Cats nearing death urinate around the house to be remembered""";https://factcheck.afp.com/doc.afp.com.337B32E;FALSE
factcheck_afp;2023-01-06;"The Weather Channel debunked climate change on CNN""";https://factcheck.afp.com/doc.afp.com.336G2RT;FALSE
truthorfiction;2023-01-09;"Robin Williams said: Politicians should wear sponsor jackets like NASCAR drivers, then we know who owns them.""";https://www.truthorfiction.com/robin-williams-politicians-should-wear-sponsor-jackets-like-nascar-drivers/;MIXTURE
politifact;2023-01-19;"Biden drained America\'s Strategic Petroleum Reserves to the lowest level since 1984.""";https://www.politifact.com/factchecks/2023/jan/19/morgan-luttrell/us-emergency-oil-reserve-lowest-level-1983/;TRUE
fullfact;2023-01-06;"The World Economic Forum has called for Christmas holiday traditions to be cancelled in coming years as part of an effort to save the environment.""";https://fullfact.org/online/wef-not-cancel-christmas/;FALSE
politifact;2023-01-30;"Joe Biden’s war on American energy caused this crisis and his only response has been to drain our strategic petroleum reserve to its lowest level since 1983.""";https://www.politifact.com/factchecks/2023/jan/30/richard-hudson/hudson-inflates-bidens-role-oil-prices/;MIXTURE
factcheck_afp;2023-01-03;"Supplements can reverse memory loss, cognitive decline""";https://factcheck.afp.com/doc.afp.com.334X2Q8;FALSE
africacheck;2023-01-31;"No, former international footballer Nwankwo Kanu hasn’t endorsed any candidate in Nigeria’s 2023 presidential election""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-former-international-footballer-nwankwo-kanu-hasnt;FALSE
factcheck_afp;2023-01-25;"A document proves Hunter Biden paid Joe Biden $50,000 in monthly rent""";https://factcheck.afp.com/doc.afp.com.337P3FK;FALSE
checkyourfact;2023-01-10;"An image of a tweet shared on Facebook purports George Washington University Hospital in Washington, D.C. stopped accepting patients due to a possible Ebola outbreak.""";https://checkyourfact.com/2023/01/10/fact-check-george-washington-patients-ebola/;FALSE
checkyourfact;2023-01-20;"An image shared on Facebook claims no Republican voted for Supreme Court Justice Ketanji Brown Jackson’s confirmation.""";https://checkyourfact.com/2023/01/20/fact-check-republican-ketanji-brown-jacksons-confirmation/;FALSE
checkyourfact;2023-01-04;"A post shared on Facebook purports Twitter and Tesla CEO Elon Musk announced a campaign for the 2024 presidential election.""";https://checkyourfact.com/2023/01/04/fact-check-musk-announce-president-2024/;FALSE
factcheck_afp;2023-01-23;"Photo of Seoul Halloween crush victim\'s father with North Korean portraits""";https://factcheck.afp.com/doc.afp.com.337D4VY;FALSE
checkyourfact;2023-01-13;"A photo shared on Facebook shows an article in the style of the New York Post reporting the Biden administration plans to outlaw footage of illegal immigrants at the U.S.-Mexico border.""";https://checkyourfact.com/2023/01/13/fact-check-new-york-post-forbid-photo-illegal-immigrants/;FALSE
factcheck_afp;2023-01-22;"CNN Philippines reports on student who discovered diabetes drug""";https://factcheck.afp.com/doc.afp.com.336U73C;FALSE
snopes;2023-01-23;"Rep. Lauren Boebert said that a mass shooting is a small price to pay to protect our 2nd Amendment rights.""";https://www.snopes.com/fact-check/boebert-mass-shootings/;FALSE
snopes;2023-01-16;"Sony owns a patent for an interactive commercial system that allows viewers to skip commercials by yelling the brand name of the advertiser at their television or monitor.""";https://www.snopes.com/fact-check/sony-patent-mcdonalds/;TRUE
factcheck_afp;2023-01-31;"Tanzania bans Swahili in secondary schools""";https://factcheck.afp.com/doc.afp.com.33869Z2;FALSE
africacheck;2023-01-24;"Ignore scam Facebook page impersonating popular Kenyan preacher""";https://africacheck.org/fact-checks/meta-programme-fact-checks/ignore-scam-facebook-page-impersonating-popular-kenyan;FALSE
politifact;2023-01-31;"The United Kingdom banned COVID-19 booster vaccines for people under 50.""";https://www.politifact.com/factchecks/2023/jan/31/viral-image/uk-targeting-older-adults-its-upcoming-covid-19-va/;MIXTURE
politifact;2023-01-24;"Actor Isaac Kappy was murdered for exposing Hollywood pedophiles.""";https://www.politifact.com/factchecks/2023/jan/24/facebook-posts/actor-isaac-kappy-died-years-ago-qanon-claims-he-w/;FALSE
checkyourfact;2023-01-12;"A video shared on Facebook purports Attorney General Merrick Garland admitted a judge’s mistake to Louisiana Republican Sen. John Kennedy.""";https://checkyourfact.com/2023/01/12/fact-check-garland-kennedy-judges-mistake/;FALSE
truthorfiction;2023-01-30;"A newspaper clipping from 1923 about how someone dreamed the other night that he was living in the year 2023, and eggs had gone up to $10 a dozen is genuine.""";https://www.truthorfiction.com/some-one-dreamed-the-other-night-that-he-was-living-in-the-year-2023-eggs-had-gone-up-to-10-a-dozen/;TRUE
fullfact;2023-01-10;"Sodium bicarbonate is a lethal poison to all cancers.""";https://fullfact.org/online/sodium-bicarbonate-cancer-cure/;FALSE
snopes;2023-01-23;"U.S. Rep. Nancy Pelosi called priests to her house to conduct an exorcism and a prayer service after her husband was attacked there by a man with a hammer.""";https://www.snopes.com/fact-check/nancy-pelosi-priest-exorcism-husband/;TRUE
politifact;2023-01-31;"Same-day voter registration does not allow election officials to verify the validity and accuracy of voter information.""";https://www.politifact.com/factchecks/2023/jan/31/rick-scott/rick-scott-wrongly-said-election-officials-cant-ve/;FALSE
fullfact;2023-01-25;"Argos is currently selling Apple AirPod Max for £3 until their fine for late payment of tax is paid off.""";https://fullfact.org/online/fake-argos-airpods-deal-tax/;FALSE
snopes;2023-01-11;"U.S. Rep. Hakeem Jeffries in January 2023 referred to the newly created Select Subcommittee on the Weaponization of the Federal Government as a Select Committee on Insurrection Protection.""";https://www.snopes.com/fact-check/insurrection-protection-committee-hakeem-jeffries/;TRUE
factcheck_afp;2023-01-17;"Video shows protest in Pakistan\'s Gilgit Baltistan region 2023""";https://factcheck.afp.com/doc.afp.com.337876P;FALSE
africacheck;2023-01-18;"No Nigeria, no evidence controversial chair of Lagos parks and garages said ‘non-indigenes’ should leave Lagos state if ruling party loses the governorship election""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nigeria-no-evidence-controversial-chair-lagos-parks-and;FALSE
factcheck_afp;2023-01-19;"A Facebook post about Covid-19 vaccines was written by Lisa Marie Presley""";https://factcheck.afp.com/doc.afp.com.337C7LX;FALSE
factcheck_afp;2023-01-27;"Photo shows Moon Jae-in holding a Japanese book calling him North Korea\'s dog""";https://factcheck.afp.com/doc.afp.com.337V37P;FALSE
truthorfiction;2023-01-26;"You\'ve been using dishwasher pods wrong -- dishwasher pods go in the bottom, not in the detergent compartment.""";https://www.truthorfiction.com/do-dishwasher-pods-go-in-the-door-or-on-the-bottom/;FALSE
snopes;2023-01-23;"Pro Power Saver was endorsed by Elon Musk and Tesla.""";https://www.snopes.com/fact-check/pro-power-saver-elon-musk/;FALSE
checkyourfact;2023-01-26;"A photo shared on Instagram purports the Centers for Disease Control and Prevention (CDC) quietly confirmed 118,000 children and young adults died suddenly as a result of the COVID-19 vaccines.""";https://checkyourfact.com/2023/01/26/fact-check-cdc-118000-deaths-covid-19-vaccines/;FALSE
politifact;2023-01-20;"Video shows hidden theater where elites sacrifice kids.""";https://www.politifact.com/factchecks/2023/jan/20/instagram-posts/this-hidden-theater-in-italy-hosts-childrens-shows/;FALSE
factcheck_afp;2023-01-17;"Malaysia has executed doctor for killing patient with Covid-19 vaccine""";https://factcheck.afp.com/doc.afp.com.336R8CC;FALSE
snopes;2023-01-06;"Orthodox Christians celebrate Christmas in January.""";https://www.snopes.com/fact-check/orthodox-christians-christmas-in-january/;TRUE
truthorfiction;2023-01-12;"In January 2023, pastina was discontinued in the United States due to low sales.""";https://www.truthorfiction.com/was-pastina-discontinued/;MIXTURE
africacheck;2023-01-19;"Beware of Facebook page impersonating Kenyan digital credit provider""";https://africacheck.org/fact-checks/meta-programme-fact-checks/beware-facebook-page-impersonating-kenyan-digital-credit;FALSE
africacheck;2023-01-11;"No, strange claim that international football association requested to keep late Brazilian legend Pelé’s feet for ‘historical reasons’ is not true""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-strange-claim-international-football-association;FALSE
checkyourfact;2023-01-27;"An image shared on Twitter claims to show Massachusetts Democratic Rep. Katherine Clark’s daughter.""";https://checkyourfact.com/2023/01/27/fact-check-image-clarks-daughter/;FALSE
snopes;2023-01-18;"Massachusetts Congresswoman Ayanna Pressley once tweeted, IQ is a measure of whiteness.""";https://www.snopes.com/fact-check/ayanna-pressley-iq-is-a-measure-of-whiteness/;FALSE
factcheck_afp;2023-01-16;"Image shows police forming the word \'arrest\' as South Korean opposition leader arrives for questioning by prosecutors""";https://factcheck.afp.com/doc.afp.com.336W7LR;FALSE
checkyourfact;2023-01-31;"A video shared on Twitter claims to show the aftermath of a Russian attack on Ukrainian forces.""";https://checkyourfact.com/2023/01/31/fact-check-video-russian-ukrainian-forces/;FALSE
africacheck;2023-01-31;"No, Nation newspaper didn’t warn of super gonorrhoea caused by ‘promiscuity’ among Kenyan women""";https://africacheck.org/fact-checks/meta-programme-fact-checks/no-nation-newspaper-didnt-warn-super-gonorrhoea-caused;FALSE
fullfact;2023-01-10;"Male immigrants coming to the UK are UN soldiers who have signed the official secrets act in France and will be kicking the doors down of all unvaccinated people in the UK, taking them to camps to have the Covid-19 vaccine.""";https://fullfact.org/online/un-soldiers-iraq-afghanistan-vaccine-camps/;FALSE
snopes;2023-01-27;"Film actor and activist Jane Fonda said, There\'d be no climate crisis if it wasn\'t for racism.""";https://www.snopes.com/fact-check/jane-fonda-climate-crisis-racism/;TRUE
checkyourfact;2023-01-19;"A video shared on Facebook purportedly shows the moment a Yeti Airlines flight in Nepal crashed.""";https://checkyourfact.com/2023/01/19/fact-check-video-plane-crash-nepal-2/;FALSE
politifact;2023-01-24;"Sudden arrhythmic death syndrome and stroke season didn’t exist before the COVID-19 pandemic.""";https://www.politifact.com/factchecks/2023/jan/24/instagram-posts/sudden-arrhythmic-death-syndrome-seasonal-stroke-r/;FALSE
factcheck_afp;2023-01-13;"Warm water can cure illnesses""";https://factcheck.afp.com/doc.afp.com.336U7D2;FALSE
snopes;2023-01-22;"A viral video authentically shows a cloud formation that looks uncannily like a pair of praying hands.""";https://www.snopes.com/fact-check/praying-hands-cloud-formation/;FALSE
politifact;2023-01-12;"The election in Brazil was very clearly a rigged election.""";https://www.politifact.com/factchecks/2023/jan/12/tucker-carlson/tucker-carlsons-unfounded-claim-that-brazils-elect/;FALSE
factcheck_afp;2023-01-09;"Photo shows statue built by South Korean ex-president Moon to show subservience to North Korea""";https://factcheck.afp.com/doc.afp.com.336J224;FALSE
checkyourfact;2023-01-17;"A video shared on Facebook purportedly shows White House Press Secretary Karine Jean-Pierre walking out of a press conference after being asked about classified documents.""";https://checkyourfact.com/2023/01/17/fact-check-karine-jean-pierre-classified-documents/;FALSE
snopes;2023-01-04;"A Florida man was arrested after allegedly throwing a Christmas tree at his wife.""";https://www.snopes.com/fact-check/florida-man-throws-christmas-tree-at-wife/;TRUE
truthorfiction;2023-01-05;"Did y’all know To catch a predator ended because the last person getting caught was a Texas DA who sh*+ 🔫 himself in front of the camera when he realized what the situation was?""";https://www.truthorfiction.com/to-catch-a-predator-texas-da-tweet/;TRUE
checkyourfact;2023-01-09;"A post shared on Facebook claims Japanese officials launched an investigation into millions of deaths caused by the COVID-19 vaccine.""";https://checkyourfact.com/2023/01/09/fact-check-japan-investigation-deaths-covid-19-vaccine/;FALSE
factcheck_afp;2023-01-16;"Jane Goodall said reduce world population to solve problems""";https://factcheck.afp.com/doc.afp.com.336W6RJ;FALSE
truthorfiction;2023-01-24;"As of January 24 2023, there were 36 mass shootings in the United States for the year to date.""";https://www.truthorfiction.com/how-many-mass-shootings-so-far-in-2023/;FALSE
factcheck_afp;2023-01-25;"Video shows Pakistan minister Ahsan Iqbal criticising government in 2023""";https://factcheck.afp.com/doc.afp.com.337P43H;FALSE
